week,center_id,meal_id,checkout_price,emailer_for_promotion,homepage_featured,city_code,region_code,op_area,category_Biryani,category_Desert,category_Extras,category_Fish,category_Other Snacks,category_Pasta,category_Pizza,category_Rice Bowl,category_Salad,category_Sandwich,category_Seafood,category_Soup,category_Starters,cuisine_Indian,cuisine_Italian,center_type_TYPE_B,center_type_TYPE_C,predicted_demand
146,55,1885,158,0,0,647,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,128.4
146,55,1993,160,0,0,647,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73.1
146,55,2539,157,0,0,647,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,140.95
146,55,2631,162,0,0,647,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,74.2
146,55,1248,163,0,0,647,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,61.92
146,55,1778,190,0,0,647,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,235.7
146,55,1062,191,0,0,647,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,281.93
146,55,2707,242,0,0,647,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,221.46
146,55,1207,360,0,0,647,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,128.09
146,55,1230,383,0,0,647,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120.72
146,55,2322,389,0,0,647,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,185.2
146,55,2290,302,0,0,647,56,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,173.37
146,55,1727,466,0,0,647,56,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,382.32
146,55,1109,309,0,0,647,56,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,323.94
146,55,2577,320,0,1,647,56,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,56.2
146,55,2640,319,0,0,647,56,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,23.14
146,55,2826,377,0,0,647,56,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,292.43
146,55,1754,329,0,0,647,56,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,345.71
146,55,1971,344,0,0,647,56,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,116.27
146,55,1198,135,0,0,647,56,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79.75
146,55,1311,184,0,0,647,56,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,163.36
146,55,1803,190,0,0,647,56,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,181.47
146,55,1558,562,0,0,647,56,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,69.83
146,55,2581,563,0,0,647,56,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,99.85
146,55,1962,562,0,0,647,56,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,135.22
146,55,2444,726,0,0,647,56,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,32.95
146,55,2867,726,0,0,647,56,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,24.6
146,55,1525,320,0,0,647,56,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,24.41
146,55,2704,320,0,0,647,56,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,31.13
146,55,2492,388,0,0,647,56,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27.75
146,55,1543,486,0,0,647,56,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,35.49
146,55,2304,486,0,0,647,56,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,16.87
146,55,2664,312,0,0,647,56,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,259.92
146,55,2569,312,0,0,647,56,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,84.75
146,55,2490,290,0,0,647,56,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,202.13
146,24,1885,158,0,1,614,85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1721.56
146,24,1993,160,0,0,614,85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,403.27
146,24,2539,158,0,0,614,85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,372.64
146,24,2139,291,0,0,614,85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,151.59
146,24,1778,193,0,0,614,85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,721.76
146,24,1062,192,0,0,614,85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,880.78
146,24,2707,237,0,0,614,85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,933.35
146,24,1207,361,0,0,614,85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,130.87
146,24,1230,389,0,0,614,85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.83
146,24,2322,383,0,0,614,85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,186.41
146,24,2290,302,0,0,614,85,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1065.75
146,24,1727,466,0,0,614,85,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,510.3
146,24,1109,309,0,0,614,85,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1314.22
146,24,1571,640,0,0,614,85,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,116.35
146,24,2956,640,0,0,614,85,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,94.34
146,24,2577,319,0,0,614,85,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,124.09
146,24,2640,319,0,0,614,85,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,73.37
146,24,1878,320,0,0,614,85,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,93.48
146,24,2306,243,1,0,614,85,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,207.1
146,24,1216,436,0,0,614,85,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,105.19
146,24,2126,486,0,0,614,85,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,106.42
146,24,2826,377,0,0,614,85,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,767.83
146,24,1754,334,0,0,614,85,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,636.76
146,24,1971,350,0,0,614,85,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,235.64
146,24,1902,447,0,0,614,85,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,59.24
146,24,1770,426,0,0,614,85,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,63.57
146,24,1198,228,0,0,614,85,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,178.58
146,24,1311,154,0,0,614,85,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,161.25
146,24,1803,179,0,0,614,85,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,264.93
146,24,1438,195,0,0,614,85,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,182.5
146,24,2494,196,0,0,614,85,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,228.35
146,24,1847,194,0,0,614,85,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,96.68
146,24,1558,562,0,0,614,85,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,160.22
146,24,2581,564,0,0,614,85,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,232.34
146,24,1962,558,0,0,614,85,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,444.71
146,24,1445,728,0,0,614,85,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,41.02
146,24,2867,728,0,0,614,85,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,24.67
146,24,2760,162,0,1,614,85,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,434.35
146,24,1525,320,0,0,614,85,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,261.02
146,24,2704,319,0,0,614,85,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,214.9
146,24,1543,486,0,0,614,85,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,278.81
146,24,2304,486,0,0,614,85,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,139.84
146,24,2664,311,0,0,614,85,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,428.63
146,24,2569,320,0,0,614,85,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,420.64
146,24,2490,292,0,0,614,85,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,301.64
146,11,1885,158,0,0,679,56,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1434.04
146,11,1993,159,0,0,679,56,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403.12
146,11,2539,159,0,0,679,56,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460.8
146,11,2139,291,0,0,679,56,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,83.54
146,11,2631,165,0,0,679,56,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,81.08
146,11,1248,163,0,0,679,56,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69.72
146,11,1778,181,0,0,679,56,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,922.51
146,11,1062,179,0,0,679,56,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,758.69
146,11,2707,236,0,0,679,56,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1172.07
146,11,1207,389,0,0,679,56,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.63
146,11,1230,368,0,0,679,56,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.08
146,11,2322,379,0,0,679,56,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.73
146,11,2290,303,0,0,679,56,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,689.67
146,11,1727,466,0,0,679,56,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,626.02
146,11,1109,311,0,0,679,56,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1265.96
146,11,1571,639,0,0,679,56,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58.82
146,11,2956,639,0,0,679,56,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71.05
146,11,2577,320,0,0,679,56,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51.9
146,11,2640,320,0,0,679,56,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,76.57
146,11,1878,320,0,1,679,56,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,65.83
146,11,2306,234,1,0,679,56,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,126.4
146,11,1216,436,0,0,679,56,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,36.32
146,11,2126,435,0,0,679,56,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,38.91
146,11,2826,377,0,0,679,56,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,520.35
146,11,1754,327,0,0,679,56,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,733.53
146,11,1971,345,0,0,679,56,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,228.79
146,11,1902,445,0,0,679,56,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33.12
146,11,1247,445,0,0,679,56,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19.4
146,11,1770,427,0,0,679,56,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,43.36
146,11,1198,191,0,0,679,56,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.36
146,11,1311,206,0,0,679,56,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480.22
146,11,1803,183,0,0,679,56,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543.91
146,11,1438,194,0,1,679,56,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,277.7
146,11,2494,195,0,1,679,56,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,140.61
146,11,1847,194,0,1,679,56,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,160.18
146,11,1558,562,0,0,679,56,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,126.31
146,11,2581,564,0,0,679,56,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,188.9
146,11,1962,558,0,0,679,56,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,305.27
146,11,1445,727,0,0,679,56,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50.42
146,11,2444,728,0,0,679,56,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31.12
146,11,2867,727,0,0,679,56,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31.16
146,11,2760,161,0,1,679,56,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,432.55
146,11,1525,319,0,0,679,56,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,244.56
146,11,2704,319,0,0,679,56,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,158.62
146,11,2492,389,0,0,679,56,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52.54
146,11,1543,486,0,0,679,56,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,106.84
146,11,2304,486,0,0,679,56,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75.02
146,11,2664,305,0,0,679,56,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,450.02
146,11,2569,314,0,0,679,56,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,220.48
146,11,2490,290,0,0,679,56,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,318.75
146,83,1885,142,0,0,659,77,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740.52
146,83,1993,142,0,0,659,77,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451.55
146,83,2539,144,0,0,659,77,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313.74
146,83,2139,292,0,0,659,77,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44.0
146,83,2631,137,0,0,659,77,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,66.36
146,83,1248,154,0,0,659,77,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52.04
146,83,1778,157,0,0,659,77,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,380.18
146,83,1062,159,0,0,659,77,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,535.99
146,83,2707,208,0,0,659,77,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,442.1
